
epoch     iter    rate   |  top_cls_loss   reg_loss   |  fuse_cls_loss  reg_loss  |  
-------------------------------------------------------------------------------------
121.0   121   0.0500   |   0.05596   0.24487   |   0.73442   10.98755  
122.0   122   0.0500   |   0.04831   0.25509   |   0.13582   12.09130  
123.0   123   0.0500   |   0.06007   0.60255   |   0.05398   10.98390  
124.0   124   0.0500   |   0.05479   0.17026   |   0.89414   11.44141  
125.0   125   0.0500   |   0.05446   2.67378   |   0.60293   19.65077  
126.0   126   0.0500   |   0.07375   0.33433   |   0.65296   13.73978  
127.0   127   0.0500   |   0.05367   0.55273   |   0.08782   11.00251  
128.0   128   0.0500   |   0.04825   1.38719   |   1.13390   14.85512  
129.0   129   0.0500   |   0.05129   0.37399   |   0.40969   10.47466  
130.0   130   0.0500   |   0.07458   0.18249   |   0.10079   12.76103  
131.0   131   0.0500   |   0.04686   0.31247   |   0.16949   10.76729  
132.0   132   0.0500   |   0.05586   0.16069   |   0.29234   10.33868  
133.0   133   0.0500   |   0.04697   0.26853   |   0.74490   11.03035  
134.0   134   0.0500   |   0.06807   0.15666   |   2.23735   14.11561  
135.0   135   0.0500   |   0.04881   0.17213   |   0.31203   10.70063  
136.0   136   0.0500   |   0.10436   0.25034   |   0.03086   13.07166  
137.0   137   0.0500   |   0.06387   0.10419   |   0.27851   9.25379  
138.0   138   0.0500   |   0.04366   0.47033   |   0.48846   7.96560  
139.0   139   0.0500   |   0.03588   0.34295   |   1.67902   12.14736  
140.0   140   0.0500   |   0.05236   0.07958   |   0.14054   8.05093  
141.0   141   0.0500   |   0.06830   0.14452   |   0.98700   15.49238  
142.0   142   0.0500   |   0.04364   1.42617   |   1.14772   12.25584  
143.0   143   0.0500   |   0.06450   0.35318   |   0.38899   8.41874  
144.0   144   0.0500   |   0.05388   0.19056   |   1.01300   11.87767  
145.0   145   0.0500   |   0.05327   0.61390   |   0.09939   12.10564  
146.0   146   0.0500   |   0.06074   0.25403   |   1.52991   14.04856  
147.0   147   0.0500   |   0.03588   0.28479   |   1.13983   13.11995  
148.0   148   0.0500   |   0.04637   0.06772   |   1.20185   7.92156  
149.0   149   0.0500   |   0.04529   0.04927   |   0.25738   10.03809  
150.0   150   0.0500   |   0.06634   0.06750   |   0.78981   8.61567  
151.0   151   0.0500   |   0.05202   0.74838   |   0.15729   9.88438  
152.0   152   0.0500   |   0.06819   0.15453   |   0.09006   9.15020  
153.0   153   0.0500   |   0.06868   0.15694   |   0.17201   7.73641  
154.0   154   0.0500   |   0.07270   0.22263   |   0.12927   10.08570  
155.0   155   0.0500   |   0.03544   0.07882   |   0.18734   6.97731  
156.0   156   0.0500   |   0.04987   0.10325   |   0.41055   9.23505  
157.0   157   0.0500   |   0.05732   0.07617   |   0.75788   10.56342  
158.0   158   0.0500   |   0.05119   0.46860   |   0.31004   6.71468  
159.0   159   0.0500   |   0.05339   0.52849   |   0.64524   10.92685  
160.0   160   0.0500   |   0.04941   0.04424   |   0.03112   7.06986  
161.0   161   0.0500   |   0.06531   0.15540   |   0.42507   10.48335  
162.0   162   0.0500   |   0.05398   0.12795   |   0.29366   10.50327  
163.0   163   0.0500   |   0.06281   0.17490   |   0.03315   6.63105  
164.0   164   0.0500   |   0.08714   0.06869   |   0.01780   8.12367  
165.0   165   0.0500   |   0.03907   0.20079   |   0.02005   5.84183  
166.0   166   0.0500   |   0.05124   0.03469   |   1.62589   7.85341  
167.0   167   0.0500   |   0.07238   0.17909   |   1.47044   8.79373  
168.0   168   0.0500   |   0.05543   0.19792   |   1.21943   10.50003  
169.0   169   0.0500   |   0.10466   0.07055   |   0.11789   17.11344  
170.0   170   0.0500   |   0.04421   0.04762   |   0.26471   7.78535  
171.0   171   0.0500   |   0.03651   0.09476   |   0.09436   9.67164  
172.0   172   0.0500   |   0.04109   0.04662   |   0.52769   7.18917  
173.0   173   0.0500   |   0.06666   0.13460   |   1.65272   15.16573  
174.0   174   0.0500   |   0.06785   0.10072   |   1.00827   8.29328  
175.0   175   0.0500   |   0.04102   0.03079   |   0.22958   6.43142  
176.0   176   0.0500   |   0.03615   0.02035   |   1.57883   9.59796  
177.0   177   0.0500   |   0.04189   0.02903   |   0.25164   7.01952  
178.0   178   0.0500   |   0.04891   0.01894   |   0.09373   9.04024  
179.0   179   0.0500   |   0.04069   0.05923   |   0.45678   7.89013  
180.0   180   0.0500   |   0.06747   0.08981   |   0.08575   7.88293  
181.0   181   0.0500   |   0.04020   0.01889   |   0.37265   5.24250  
182.0   182   0.0500   |   0.06584   0.04912   |   0.03158   5.61637  
183.0   183   0.0500   |   0.06802   0.11200   |   0.06785   7.83985  
184.0   184   0.0500   |   0.06003   0.07718   |   0.82590   9.96826  
185.0   185   0.0500   |   0.05550   0.08306   |   0.17320   10.51499  
186.0   186   0.0500   |   0.04844   0.12147   |   0.00742   9.50898  
187.0   187   0.0500   |   0.05582   0.11935   |   0.07506   7.41850  
188.0   188   0.0500   |   0.06565   0.16654   |   0.12180   10.30664  
189.0   189   0.0500   |   0.07111   0.19160   |   1.45047   12.12887  
190.0   190   0.0500   |   0.06241   0.15355   |   1.17457   8.67751  
191.0   191   0.0500   |   0.05590   0.09428   |   0.92289   8.41408  
192.0   192   0.0500   |   0.02636   0.95546   |   1.66306   10.02432  
193.0   193   0.0500   |   0.05114   0.13314   |   0.66653   9.35973  
194.0   194   0.0500   |   0.05895   0.15578   |   0.38051   8.83062  
195.0   195   0.0500   |   0.06826   0.12237   |   0.45104   9.30988  
196.0   196   0.0500   |   0.05022   0.05592   |   0.75453   8.17316  
197.0   197   0.0500   |   0.05457   0.95242   |   0.53168   7.88193  
198.0   198   0.0500   |   0.04443   0.18875   |   0.43009   6.83341  
199.0   199   0.0500   |   0.05920   0.15144   |   0.45565   7.88401  
200.0   200   0.0500   |   0.05634   0.17786   |   1.24808   7.96536  
201.0   201   0.0500   |   0.04966   0.02192   |   1.59351   7.67105  
202.0   202   0.0500   |   0.03959   0.04357   |   0.05692   6.50873  
203.0   203   0.0500   |   0.05268   0.24495   |   0.59969   7.47012  
204.0   204   0.0500   |   0.06145   0.15040   |   0.63029   6.71032  
205.0   205   0.0500   |   0.04357   0.05140   |   0.90208   7.25294  
206.0   206   0.0500   |   0.05314   0.10957   |   0.65046   7.35319  
207.0   207   0.0500   |   0.03713   0.05426   |   0.27051   5.97038  
208.0   208   0.0500   |   0.03883   0.08629   |   1.18274   6.50110  
209.0   209   0.0500   |   0.06855   0.20858   |   0.10532   10.99680  
210.0   210   0.0500   |   0.08052   0.11164   |   0.04679   7.62702  
211.0   211   0.0500   |   0.04116   0.11176   |   1.03532   7.22998  
212.0   212   0.0500   |   0.05570   0.12030   |   0.42205   7.80075  
213.0   213   0.0500   |   0.06496   0.15729   |   0.03012   7.37863  
214.0   214   0.0500   |   0.06922   0.12789   |   0.47436   11.38395  
215.0   215   0.0500   |   0.02359   0.19585   |   0.82141   9.62341  
216.0   216   0.0500   |   0.04643   0.00968   |   0.25627   6.51581  
217.0   217   0.0500   |   0.05806   0.13101   |   0.40814   6.57050  
218.0   218   0.0500   |   0.03957   0.17153   |   1.13236   7.23073  
219.0   219   0.0500   |   0.02361   0.07541   |   1.35449   8.55524  
220.0   220   0.0500   |   0.03925   0.14458   |   0.83800   8.59595  
221.0   221   0.0500   |   0.05587   0.08234   |   1.01437   7.54589  
222.0   222   0.0500   |   0.05265   0.05446   |   0.38999   7.72502  
223.0   223   0.0500   |   0.05500   0.05826   |   0.41038   7.35590  
224.0   224   0.0500   |   0.04284   0.06165   |   0.49785   5.94579  
225.0   225   0.0500   |   0.04212   0.10090   |   0.37860   7.67630  
226.0   226   0.0500   |   0.04585   0.18542   |   0.82156   7.56525  
227.0   227   0.0500   |   0.04901   0.08157   |   0.38709   5.13241  
228.0   228   0.0500   |   0.03900   0.04002   |   0.31518   5.91390  
229.0   229   0.0500   |   0.05886   0.21528   |   0.63372   6.23192  
230.0   230   0.0500   |   0.09403   0.28289   |   0.12380   9.38062  
231.0   231   0.0500   |   0.05461   0.05104   |   0.36547   5.55686  
232.0   232   0.0500   |   0.04784   0.09386   |   1.06355   5.53999  
233.0   233   0.0500   |   0.05691   0.06574   |   0.44767   6.14049  
234.0   234   0.0500   |   0.04869   0.05203   |   0.38259   7.17124  
235.0   235   0.0500   |   0.02490   0.04955   |   1.30523   7.35301  
236.0   236   0.0500   |   0.03792   0.08423   |   0.21440   4.70593  
237.0   237   0.0500   |   0.03873   0.18016   |   0.81137   6.22265  
238.0   238   0.0500   |   0.05130   0.15943   |   0.17338   6.91897  
239.0   239   0.0500   |   0.04928   0.02553   |   0.14221   6.01703  
240.0   240   0.0500   |   0.04053   0.10001   |   0.36045   7.50919  
241.0   241   0.0500   |   0.05027   0.10540   |   0.42084   7.15817  
242.0   242   0.0500   |   0.06247   0.11746   |   0.67815   5.77484  
243.0   243   0.0500   |   0.05174   0.07103   |   0.32461   5.21682  
244.0   244   0.0500   |   0.05781   0.07372   |   0.56809   5.99066  
245.0   245   0.0500   |   0.05059   0.10690   |   1.18944   7.89162  
246.0   246   0.0500   |   0.08114   0.10475   |   0.42498   8.56424  
247.0   247   0.0500   |   0.04156   0.16869   |   0.76530   6.31820  
248.0   248   0.0500   |   0.04921   0.03173   |   0.19422   4.48775  
249.0   249   0.0500   |   0.06161   0.05985   |   0.76957   6.27023  
250.0   250   0.0500   |   0.05584   0.05349   |   0.17172   5.03640  
251.0   251   0.0500   |   0.05831   0.30414   |   0.53501   6.58372  
252.0   252   0.0500   |   0.06043   0.22881   |   0.94698   7.01996  
253.0   253   0.0500   |   0.07095   0.11577   |   0.02937   6.42920  
254.0   254   0.0500   |   0.05237   0.02639   |   0.02441   4.02349  
255.0   255   0.0500   |   0.06028   0.07550   |   0.57771   6.70973  
256.0   256   0.0500   |   0.08097   0.07974   |   0.13854   7.59200  
257.0   257   0.0500   |   0.04527   0.05134   |   0.01500   6.85041  
258.0   258   0.0500   |   0.04727   0.03734   |   0.57077   5.46248  
259.0   259   0.0500   |   0.06209   0.07694   |   0.07421   4.75471  
260.0   260   0.0500   |   0.05728   0.28665   |   0.15222   4.60714  
261.0   261   0.0500   |   0.03982   0.14531   |   0.35115   7.41163  
262.0   262   0.0500   |   0.05295   0.16904   |   0.39320   6.21845  
263.0   263   0.0500   |   0.04662   0.18657   |   0.32782   4.85859  
264.0   264   0.0500   |   0.08593   0.07557   |   0.21796   13.46629  
265.0   265   0.0500   |   0.03767   0.01918   |   0.28031   4.43451  
266.0   266   0.0500   |   0.04930   0.07360   |   0.26380   4.64090  
267.0   267   0.0500   |   0.03979   0.08375   |   0.44459   6.94372  
268.0   268   0.0500   |   0.06115   0.27311   |   0.39470   7.97589  
269.0   269   0.0500   |   0.05327   0.09153   |   0.33289   8.52704  
270.0   270   0.0500   |   0.05214   0.02186   |   0.10329   6.11427  
271.0   271   0.0500   |   0.05472   0.20926   |   0.62488   5.52920  
272.0   272   0.0500   |   0.04357   0.10914   |   0.61470   6.03509  
273.0   273   0.0500   |   0.03703   0.13638   |   0.38710   5.70469  
274.0   274   0.0500   |   0.04455   0.31539   |   0.04282   4.87189  
275.0   275   0.0500   |   0.03876   0.23565   |   0.05856   6.51834  
276.0   276   0.0500   |   0.04494   0.04192   |   0.98203   8.76573  
277.0   277   0.0500   |   0.05792   0.16557   |   0.25745   5.77769  
278.0   278   0.0500   |   0.06194   0.14197   |   0.16458   9.67499  
279.0   279   0.0500   |   0.06713   0.17808   |   2.41706   8.60343  
280.0   280   0.0500   |   0.04059   0.10258   |   0.66625   5.11393  
281.0   281   0.0500   |   0.06328   0.09911   |   0.03291   4.95402  
282.0   282   0.0500   |   0.06082   0.07599   |   0.04326   4.62331  
283.0   283   0.0500   |   0.05964   0.05088   |   0.09830   4.66268  
284.0   284   0.0500   |   0.03915   0.13623   |   0.32873   4.69498  
285.0   285   0.0500   |   0.05085   0.10245   |   0.13799   6.39745  
286.0   286   0.0500   |   0.05409   0.14784   |   0.16709   4.84806  
287.0   287   0.0500   |   0.04694   0.03284   |   0.39374   6.95745  
288.0   288   0.0500   |   0.08339   0.17048   |   0.93604   10.17115  
289.0   289   0.0500   |   0.05158   0.05948   |   0.12645   6.16604  
290.0   290   0.0500   |   0.04977   0.09242   |   0.29111   6.44439  
291.0   291   0.0500   |   0.05993   0.11729   |   0.09082   4.79356  
292.0   292   0.0500   |   0.05120   0.12387   |   0.10941   4.84958  
293.0   293   0.0500   |   0.04439   0.10949   |   0.14187   5.43827  
294.0   294   0.0500   |   0.03547   0.02332   |   0.78333   4.45872  
295.0   295   0.0500   |   0.03970   0.01716   |   0.32528   7.27468  
296.0   296   0.0500   |   0.05018   0.07503   |   0.32235   4.61236  
297.0   297   0.0500   |   0.03720   0.09236   |   0.33504   4.56204  
298.0   298   0.0500   |   0.03472   0.10356   |   0.20178   3.93184  
299.0   299   0.0500   |   0.07349   0.11015   |   0.78378   11.73426  
300.0   300   0.0500   |   0.05233   0.25354   |   0.38934   4.22388  
301.0   301   0.0500   |   0.05238   0.17059   |   0.51372   3.81969  
302.0   302   0.0500   |   0.05459   0.09169   |   0.73830   6.39426  
303.0   303   0.0500   |   0.05866   0.08703   |   0.75178   6.18051  
304.0   304   0.0500   |   0.05419   0.14955   |   0.77434   7.64186  
305.0   305   0.0500   |   0.04900   0.01303   |   0.09438   4.13348  
306.0   306   0.0500   |   0.05252   0.04634   |   0.21442   4.56614  
307.0   307   0.0500   |   0.05002   0.07443   |   0.17670   5.42960  
308.0   308   0.0500   |   0.04836   0.05759   |   1.05548   5.71723  
309.0   309   0.0500   |   0.05291   0.08588   |   0.31568   7.22926  
310.0   310   0.0500   |   0.05466   0.05830   |   1.41323   6.78254  
311.0   311   0.0500   |   0.03250   0.35688   |   0.63567   7.90044  
312.0   312   0.0500   |   0.06011   0.07749   |   0.03207   4.72172  
313.0   313   0.0500   |   0.07958   0.07965   |   0.12537   11.05129  
314.0   314   0.0500   |   0.02571   0.33002   |   2.39537   9.19003  
315.0   315   0.0500   |   0.04099   0.01342   |   0.06833   5.45112  
316.0   316   0.0500   |   0.05885   0.39950   |   0.63236   7.10491  
317.0   317   0.0500   |   0.05297   0.09186   |   0.31307   7.18448  
318.0   318   0.0500   |   0.02742   0.00877   |   0.27753   6.93444  
319.0   319   0.0500   |   0.04089   0.07625   |   0.31294   7.15656  
320.0   320   0.0500   |   0.05324   0.07510   |   0.31171   7.14885  
321.0   321   0.0500   |   0.06237   0.07714   |   0.72129   7.90243  
322.0   322   0.0500   |   0.04659   0.03405   |   0.14691   4.56529  
323.0   323   0.0500   |   0.04582   0.06050   |   0.54748   4.54466  
324.0   324   0.0500   |   0.02315   0.22529   |   0.60620   7.10443  
325.0   325   0.0500   |   0.04628   0.02155   |   0.20858   4.83194  
326.0   326   0.0500   |   0.04971   0.11629   |   0.47343   7.17333  
327.0   327   0.0500   |   0.05683   0.24074   |   0.32277   7.76144  
328.0   328   0.0500   |   0.02423   0.08587   |   0.19872   6.97215  
329.0   329   0.0500   |   0.04733   0.04407   |   0.28103   5.32355  
330.0   330   0.0500   |   0.08155   0.12395   |   0.68157   12.03494  
331.0   331   0.0500   |   0.03531   0.09620   |   0.34572   5.35166  
332.0   332   0.0500   |   0.03302   0.11867   |   0.59071   5.49625  
333.0   333   0.0500   |   0.05726   0.08803   |   0.41874   6.67390  
334.0   334   0.0500   |   0.03365   0.02409   |   0.48994   5.38682  
335.0   335   0.0500   |   0.04901   0.09080   |   0.99227   8.89351  
336.0   336   0.0500   |   0.03618   0.07606   |   0.61674   4.55694  
337.0   337   0.0500   |   0.04141   0.04827   |   0.37130   7.41265  
338.0   338   0.0500   |   0.02058   0.13573   |   0.17976   7.67651  
339.0   339   0.0500   |   0.02099   0.10767   |   0.18058   7.85735  
340.0   340   0.0500   |   0.04589   0.38859   |   0.10557   5.08445  
341.0   341   0.0500   |   0.05536   0.07603   |   0.72571   6.84658  
342.0   342   0.0500   |   0.04603   0.02821   |   0.22245   4.49079  
343.0   343   0.0500   |   0.03011   0.01917   |   0.49888   6.85882  
344.0   344   0.0500   |   0.04065   0.08320   |   0.39808   5.11120  
345.0   345   0.0500   |   0.05016   0.03340   |   0.64050   5.78989  
346.0   346   0.0500   |   0.04743   0.03366   |   0.24035   4.02978  
347.0   347   0.0500   |   0.06141   0.18415   |   0.44148   4.36161  
348.0   348   0.0500   |   0.04587   0.20386   |   0.27742   6.83204  
349.0   349   0.0500   |   0.05504   0.04717   |   0.30335   6.20371  
350.0   350   0.0500   |   0.04742   0.17947   |   0.31604   7.84772  
351.0   351   0.0500   |   0.03096   0.19769   |   0.38804   5.45884  
352.0   352   0.0500   |   0.02057   0.09715   |   0.91992   6.56557  
353.0   353   0.0500   |   0.04902   0.13812   |   0.20547   7.15418  
354.0   354   0.0500   |   0.03810   0.13068   |   0.09613   4.86548  
355.0   355   0.0500   |   0.05875   0.19822   |   0.03833   9.05825  
356.0   356   0.0500   |   0.04906   0.07482   |   0.27714   4.44116  
357.0   357   0.0500   |   0.05077   0.14153   |   0.21552   9.75091  
358.0   358   0.0500   |   0.08269   0.11349   |   0.57809   11.35299  
359.0   359   0.0500   |   0.03171   0.31041   |   0.37466   8.16692  
360.0   360   0.0500   |   0.05389   0.05247   |   0.56754   5.99416  
361.0   361   0.0500   |   0.02940   0.25252   |   0.64743   5.44918  
362.0   362   0.0500   |   0.04393   0.21070   |   0.26147   6.76521  
363.0   363   0.0500   |   0.03331   0.08205   |   1.24666   4.90369  
364.0   364   0.0500   |   0.04556   0.09669   |   0.07100   8.48005  
365.0   365   0.0500   |   0.03046   0.01427   |   0.37907   9.14115  
366.0   366   0.0500   |   0.07574   0.18919   |   0.13076   14.57864  
367.0   367   0.0500   |   0.03690   0.09597   |   1.15979   4.70518  
368.0   368   0.0500   |   0.07926   0.11875   |   0.50737   16.11447  
369.0   369   0.0500   |   0.08013   0.23550   |   0.06918   8.61251  
370.0   370   0.0500   |   0.04300   0.02412   |   0.13320   8.04446  
371.0   371   0.0500   |   0.04683   0.05773   |   0.30610   5.71092  
372.0   372   0.0500   |   0.04407   0.07149   |   0.25395   5.42641  
373.0   373   0.0500   |   0.05504   0.10239   |   0.16466   4.85923  
374.0   374   0.0500   |   0.03813   0.13205   |   0.08494   7.28514  
375.0   375   0.0500   |   0.04443   0.01942   |   1.41136   6.55951  
376.0   376   0.0500   |   0.04320   0.04042   |   0.25729   6.68453  
377.0   377   0.0500   |   0.03381   0.03927   |   0.47783   4.97135  
378.0   378   0.0500   |   0.05614   0.14973   |   0.43867   5.59689  
