
epoch     iter    rate   |  top_cls_loss   reg_loss   |  fuse_cls_loss  reg_loss  |  
-------------------------------------------------------------------------------------
2934.0   2934   0.0500   |   0.00121   0.02291   |   0.12642   1.40000  
2935.0   2935   0.0500   |   0.00115   0.00489   |   0.13802   1.32920  
2936.0   2936   0.0500   |   0.00258   0.00914   |   0.22685   1.75305  
2937.0   2937   0.0500   |   0.00141   0.01988   |   0.16453   2.35728  
2938.0   2938   0.0500   |   0.00075   0.00611   |   0.18442   1.71509  
2939.0   2939   0.0500   |   0.00124   0.01084   |   0.11569   1.40063  
2940.0   2940   0.0500   |   0.00780   0.00766   |   0.56303   1.54050  
2941.0   2941   0.0500   |   0.00702   0.00969   |   0.08684   1.50667  
2942.0   2942   0.0500   |   0.00093   0.02654   |   0.08800   1.90014  
2943.0   2943   0.0500   |   0.02105   0.03842   |   0.18231   1.31861  
2944.0   2944   0.0500   |   0.00200   0.01874   |   0.18044   1.54946  
2945.0   2945   0.0500   |   0.00180   0.00350   |   0.16418   1.32790  
2946.0   2946   0.0500   |   0.00121   0.01093   |   0.10936   1.16913  
2947.0   2947   0.0500   |   0.00116   0.00686   |   0.05681   1.33801  
2948.0   2948   0.0500   |   0.00374   0.02580   |   0.04712   1.75218  
2949.0   2949   0.0500   |   0.00196   0.01778   |   0.11071   1.12416  
2950.0   2950   0.0500   |   0.00405   0.02737   |   0.01516   1.98990  
2951.0   2951   0.0500   |   0.00161   0.00381   |   0.05004   1.32038  
2952.0   2952   0.0500   |   0.00130   0.00952   |   0.07542   1.52322  
2953.0   2953   0.0500   |   0.00236   0.03782   |   0.20450   2.36382  
2954.0   2954   0.0500   |   0.00253   0.01466   |   0.04462   1.76896  
2955.0   2955   0.0500   |   0.00481   0.08643   |   0.24234   2.84657  
2956.0   2956   0.0500   |   0.00186   0.03434   |   0.17689   2.08242  
2957.0   2957   0.0500   |   0.00168   0.00545   |   0.11703   1.74455  
2958.0   2958   0.0500   |   0.00237   0.03333   |   0.48150   2.33765  
2959.0   2959   0.0500   |   0.00146   0.01119   |   0.17896   1.48338  
2960.0   2960   0.0500   |   0.00473   0.00423   |   0.10847   2.45714  
2961.0   2961   0.0500   |   0.00236   0.01215   |   0.28135   1.94658  
2962.0   2962   0.0500   |   0.00197   0.01167   |   0.34525   1.78383  
2963.0   2963   0.0500   |   0.00440   0.02071   |   0.04079   1.47780  
2964.0   2964   0.0500   |   0.00078   0.00817   |   0.04322   1.73648  
2965.0   2965   0.0500   |   0.00086   0.00464   |   0.10682   1.38395  
2966.0   2966   0.0500   |   0.00567   0.00621   |   0.23392   1.52755  
2967.0   2967   0.0500   |   0.00384   0.01064   |   0.16968   1.09693  
2968.0   2968   0.0500   |   0.00205   0.04142   |   0.04280   1.78214  
2969.0   2969   0.0500   |   0.00588   0.02086   |   0.13897   2.20823  
2970.0   2970   0.0500   |   0.00237   0.02297   |   0.18889   2.13192  
2971.0   2971   0.0500   |   0.00250   0.01898   |   0.08739   2.77257  
2972.0   2972   0.0500   |   0.00308   0.12939   |   0.16307   3.40610  
2973.0   2973   0.0500   |   0.00113   0.01430   |   0.38244   2.05736  
2974.0   2974   0.0500   |   0.00176   0.01378   |   0.31700   1.84251  
2975.0   2975   0.0500   |   0.00091   0.01009   |   0.16675   2.10229  
2976.0   2976   0.0500   |   0.00073   0.08336   |   0.18591   1.89423  
2977.0   2977   0.0500   |   0.00070   0.00679   |   0.17823   1.32759  
2978.0   2978   0.0500   |   0.00111   0.06453   |   0.18496   2.44438  
2979.0   2979   0.0500   |   0.00077   0.02139   |   0.12246   1.65933  
2980.0   2980   0.0500   |   0.00177   0.00617   |   0.02355   3.66774  
2981.0   2981   0.0500   |   0.00060   0.05120   |   0.16707   1.50044  
2982.0   2982   0.0500   |   0.00141   0.11205   |   0.25040   2.40057  
2983.0   2983   0.0500   |   0.00484   0.14569   |   0.10756   3.14069  
2984.0   2984   0.0500   |   0.00232   0.00642   |   0.05047   1.87828  
2985.0   2985   0.0500   |   0.00123   0.01122   |   0.12381   1.59914  
2986.0   2986   0.0500   |   0.01170   0.00352   |   0.23033   1.25912  
2987.0   2987   0.0500   |   0.00559   0.00667   |   0.03532   1.69177  
2988.0   2988   0.0500   |   0.00067   0.03403   |   0.55788   2.14381  
2989.0   2989   0.0500   |   0.00096   0.02149   |   0.24359   2.02629  
2990.0   2990   0.0500   |   0.00093   0.01511   |   0.23725   1.36522  
2991.0   2991   0.0500   |   0.00261   0.03060   |   0.43029   1.23372  
2992.0   2992   0.0500   |   0.01592   0.01714   |   0.13148   1.46888  
2993.0   2993   0.0500   |   0.00212   0.07247   |   0.33304   2.19328  
2994.0   2994   0.0500   |   0.01053   0.05013   |   0.14963   2.45256  
2995.0   2995   0.0500   |   0.00772   0.01203   |   0.27413   1.83514  
2996.0   2996   0.0500   |   0.00148   0.06393   |   0.16415   1.30327  
2997.0   2997   0.0500   |   0.01301   0.01987   |   0.11970   1.96580  
2998.0   2998   0.0500   |   0.00310   0.03316   |   0.07083   1.67604  
2999.0   2999   0.0500   |   0.00129   0.02265   |   0.22648   1.78289  
3000.0   3000   0.0500   |   0.01256   0.00264   |   0.12200   1.72203  
3001.0   3001   0.0500   |   0.00272   0.02210   |   0.14385   2.03161  
3002.0   3002   0.0500   |   0.00141   0.00630   |   0.22921   1.96817  
3003.0   3003   0.0500   |   0.00779   0.02453   |   0.14715   2.09253  
3004.0   3004   0.0500   |   0.00297   0.04602   |   0.11718   1.60912  
3005.0   3005   0.0500   |   0.00236   0.02143   |   0.10279   1.51443  
3006.0   3006   0.0500   |   0.02154   0.02240   |   0.43425   3.16706  
3007.0   3007   0.0500   |   0.00303   0.03937   |   0.06995   2.10853  
3008.0   3008   0.0500   |   0.00143   0.00527   |   0.08893   1.26090  
3009.0   3009   0.0500   |   0.00325   0.01047   |   0.05003   2.16691  
3010.0   3010   0.0500   |   0.00277   0.00474   |   0.04865   2.16174  
3011.0   3011   0.0500   |   0.00608   0.00987   |   0.54192   1.82984  
3012.0   3012   0.0500   |   0.00399   0.00535   |   0.24534   1.62274  
3013.0   3013   0.0500   |   0.00614   0.00736   |   0.19131   1.49754  
3014.0   3014   0.0500   |   0.00604   0.00786   |   0.48340   1.58625  
3015.0   3015   0.0500   |   0.00264   0.01629   |   0.18547   1.18254  
3016.0   3016   0.0500   |   0.00179   0.02714   |   0.06686   1.46525  
3017.0   3017   0.0500   |   0.00385   0.00757   |   0.05185   1.54330  
3018.0   3018   0.0500   |   0.00119   0.00482   |   0.15007   1.19318  
3019.0   3019   0.0500   |   0.00066   0.01484   |   0.23053   2.50013  
3020.0   3020   0.0500   |   0.00359   0.01659   |   0.20993   2.48994  
3021.0   3021   0.0500   |   0.00258   0.00790   |   0.12808   2.33162  
3022.0   3022   0.0500   |   0.00323   0.00313   |   0.15273   1.63710  
3023.0   3023   0.0500   |   0.00124   0.03539   |   0.19265   1.62914  
3024.0   3024   0.0500   |   0.00138   0.04472   |   0.23037   2.24398  
3025.0   3025   0.0500   |   0.00095   0.00214   |   0.10842   1.82638  
3026.0   3026   0.0500   |   0.00472   0.01494   |   0.47282   2.05469  
3027.0   3027   0.0500   |   0.00274   0.02519   |   0.12968   1.47184  
3028.0   3028   0.0500   |   0.00233   0.02427   |   0.12941   1.34635  
3029.0   3029   0.0500   |   0.00370   0.01623   |   0.10860   2.67105  
3030.0   3030   0.0500   |   0.00239   0.02535   |   0.12189   2.25202  
3031.0   3031   0.0500   |   0.00439   0.02084   |   0.12199   2.04539  
3032.0   3032   0.0500   |   0.00474   0.01364   |   0.14011   1.92911  
3033.0   3033   0.0500   |   0.00221   0.02065   |   0.14576   1.52356  
3034.0   3034   0.0500   |   0.00276   0.04389   |   0.23152   1.89384  
3035.0   3035   0.0500   |   0.00168   0.01830   |   0.04792   1.94284  
3036.0   3036   0.0500   |   0.00069   0.01759   |   0.13290   1.35253  
3037.0   3037   0.0500   |   0.00109   0.02895   |   0.11642   1.73032  
3038.0   3038   0.0500   |   0.00146   0.01625   |   0.03698   2.06391  
3039.0   3039   0.0500   |   0.00149   0.02296   |   0.07167   1.87758  
3040.0   3040   0.0500   |   0.00239   0.01756   |   0.10660   2.66239  
3041.0   3041   0.0500   |   0.00299   0.03759   |   0.16643   1.63743  
3042.0   3042   0.0500   |   0.00247   0.00865   |   0.11123   1.86227  
3043.0   3043   0.0500   |   0.00378   0.06061   |   0.15625   1.77682  
3044.0   3044   0.0500   |   0.00131   0.08314   |   0.24699   2.25831  
3045.0   3045   0.0500   |   0.00136   0.00479   |   0.04968   1.46780  
3046.0   3046   0.0500   |   0.00262   0.01145   |   0.19270   1.52167  
3047.0   3047   0.0500   |   0.00331   0.05894   |   0.07135   1.66917  
3048.0   3048   0.0500   |   0.00102   0.00729   |   0.13072   1.44793  
3049.0   3049   0.0500   |   0.00056   0.01272   |   0.17419   1.67010  
3050.0   3050   0.0500   |   0.00118   0.01101   |   0.27743   1.35550  
3051.0   3051   0.0500   |   0.00247   0.01086   |   0.15163   2.30289  
3052.0   3052   0.0500   |   0.00216   0.00755   |   0.13494   2.20337  
3053.0   3053   0.0500   |   0.00439   0.02962   |   0.10192   2.16471  
3054.0   3054   0.0500   |   0.00093   0.02109   |   0.08306   1.48868  
3055.0   3055   0.0500   |   0.00102   0.05000   |   0.28113   2.05685  
3056.0   3056   0.0500   |   0.00088   0.00321   |   0.17662   1.50636  
3057.0   3057   0.0500   |   0.00057   0.00634   |   0.02189   1.32744  
3058.0   3058   0.0500   |   0.00127   0.04749   |   0.10142   1.38700  
3059.0   3059   0.0500   |   0.00049   0.03786   |   0.05397   1.14785  
3060.0   3060   0.0500   |   0.00184   0.04774   |   0.11596   1.76354  
3061.0   3061   0.0500   |   0.01138   0.02267   |   0.14607   1.54138  
3062.0   3062   0.0500   |   0.00085   0.01605   |   0.09653   1.28381  
3063.0   3063   0.0500   |   0.00155   0.00682   |   0.13480   2.02966  
3064.0   3064   0.0500   |   0.00053   0.01820   |   0.11718   1.38636  
3065.0   3065   0.0500   |   0.00064   0.01251   |   0.09674   1.47194  
3066.0   3066   0.0500   |   0.00302   0.01722   |   0.05407   2.72711  
3067.0   3067   0.0500   |   0.00116   0.02443   |   0.05378   1.05943  
3068.0   3068   0.0500   |   0.00057   0.02977   |   0.14892   1.47587  
3069.0   3069   0.0500   |   0.00374   0.01586   |   0.16590   1.60747  
3070.0   3070   0.0500   |   0.01034   0.01525   |   0.15438   2.30090  
3071.0   3071   0.0500   |   0.00208   0.01380   |   0.08803   1.23292  
3072.0   3072   0.0500   |   0.01423   0.00721   |   0.05190   1.18111  
3073.0   3073   0.0500   |   0.00120   0.01118   |   0.09059   1.80637  
3074.0   3074   0.0500   |   0.00134   0.00825   |   0.24789   2.04283  
3075.0   3075   0.0500   |   0.00062   0.01069   |   0.11942   1.57377  
3076.0   3076   0.0500   |   0.00104   0.02663   |   0.39384   1.69558  
3077.0   3077   0.0500   |   0.00107   0.00222   |   0.30486   1.45816  
3078.0   3078   0.0500   |   0.00170   0.01317   |   0.24123   2.64814  
3079.0   3079   0.0500   |   0.00091   0.01925   |   0.20873   2.16474  
3080.0   3080   0.0500   |   0.00131   0.00833   |   0.23584   1.80970  
3081.0   3081   0.0500   |   0.00130   0.01558   |   0.14100   1.14370  
3082.0   3082   0.0500   |   0.00135   0.02124   |   0.05130   1.85872  
3083.0   3083   0.0500   |   0.00171   0.01813   |   0.10838   1.59264  
3084.0   3084   0.0500   |   0.00128   0.01249   |   0.32126   3.28403  
3085.0   3085   0.0500   |   0.00079   0.02265   |   0.58004   1.37428  
3086.0   3086   0.0500   |   0.00150   0.01193   |   0.10775   1.42653  
3087.0   3087   0.0500   |   0.01066   0.00852   |   0.17988   1.73583  
3088.0   3088   0.0500   |   0.00502   0.00888   |   0.16631   1.10935  
3089.0   3089   0.0500   |   0.00086   0.01124   |   0.45276   1.26302  
3090.0   3090   0.0500   |   0.00162   0.03300   |   0.31479   2.07763  
3091.0   3091   0.0500   |   0.00096   0.00293   |   0.10032   1.53725  
3092.0   3092   0.0500   |   0.00070   0.00485   |   0.08673   1.81366  
3093.0   3093   0.0500   |   0.00165   0.01934   |   0.19375   1.26458  
3094.0   3094   0.0500   |   0.00126   0.02050   |   0.26488   1.46624  
3095.0   3095   0.0500   |   0.00111   0.01625   |   0.28949   1.27699  
3096.0   3096   0.0500   |   0.00091   0.00500   |   0.13926   1.00281  
3097.0   3097   0.0500   |   0.00359   0.00461   |   0.03122   1.24954  
3098.0   3098   0.0500   |   0.00222   0.00703   |   0.21724   1.34190  
3099.0   3099   0.0500   |   0.01964   0.01931   |   0.25298   1.73169  
3100.0   3100   0.0500   |   0.00149   0.00179   |   0.03754   1.16022  
3101.0   3101   0.0500   |   0.00101   0.01183   |   0.11623   1.82785  
3102.0   3102   0.0500   |   0.01175   0.00998   |   0.08737   1.79057  
3103.0   3103   0.0500   |   0.01879   0.01881   |   0.11911   1.95016  
3104.0   3104   0.0500   |   0.00326   0.02007   |   0.41374   3.12378  
3105.0   3105   0.0500   |   0.00202   0.04350   |   0.07629   1.57886  
3106.0   3106   0.0500   |   0.00085   0.00593   |   0.13716   1.41855  
3107.0   3107   0.0500   |   0.00121   0.00670   |   0.07819   1.45062  
3108.0   3108   0.0500   |   0.00605   0.00543   |   0.84951   1.21703  
3109.0   3109   0.0500   |   0.00093   0.01952   |   0.15660   1.57134  
3110.0   3110   0.0500   |   0.00709   0.00981   |   0.25792   1.91495  
3111.0   3111   0.0500   |   0.00461   0.02938   |   0.10092   1.62886  
3112.0   3112   0.0500   |   0.00135   0.01764   |   0.10536   1.67434  
3113.0   3113   0.0500   |   0.00188   0.01421   |   0.18038   0.92334  
3114.0   3114   0.0500   |   0.00147   0.08433   |   0.24206   2.31330  
3115.0   3115   0.0500   |   0.00139   0.00822   |   0.14297   1.21432  
3116.0   3116   0.0500   |   0.00127   0.06820   |   0.38351   1.25093  
3117.0   3117   0.0500   |   0.00109   0.02163   |   0.20671   1.34493  
3118.0   3118   0.0500   |   0.00046   0.02568   |   0.19253   1.69775  
3119.0   3119   0.0500   |   0.00274   0.02443   |   0.13911   1.86686  
3120.0   3120   0.0500   |   0.00811   0.07642   |   0.02486   2.26667  
3121.0   3121   0.0500   |   0.00226   0.05666   |   0.06071   1.57916  
3122.0   3122   0.0500   |   0.00516   0.06068   |   0.40656   2.05303  
3123.0   3123   0.0500   |   0.00384   0.03812   |   0.39695   2.31973  
3124.0   3124   0.0500   |   0.00115   0.01368   |   0.19387   1.58725  
3125.0   3125   0.0500   |   0.00414   0.00337   |   0.33329   1.77485  
3126.0   3126   0.0500   |   0.00238   0.00586   |   0.43473   1.65347  
3127.0   3127   0.0500   |   0.00141   0.01513   |   0.37377   1.97189  
3128.0   3128   0.0500   |   0.00108   0.01532   |   0.35259   2.02288  
3129.0   3129   0.0500   |   0.00481   0.07080   |   0.24304   1.48758  
3130.0   3130   0.0500   |   0.00335   0.01055   |   0.12100   1.67481  
3131.0   3131   0.0500   |   0.00141   0.01002   |   0.02767   1.68996  
3132.0   3132   0.0500   |   0.00168   0.01501   |   0.11943   1.48202  
3133.0   3133   0.0500   |   0.00085   0.00473   |   0.44781   1.98172  
3134.0   3134   0.0500   |   0.00162   0.03700   |   0.37907   1.44167  
3135.0   3135   0.0500   |   0.00758   0.01329   |   0.29791   1.24211  
3136.0   3136   0.0500   |   0.00133   0.00368   |   0.27390   1.57570  
3137.0   3137   0.0500   |   0.00123   0.03046   |   0.16791   1.40049  
3138.0   3138   0.0500   |   0.00087   0.02432   |   0.18543   1.92733  
3139.0   3139   0.0500   |   0.00106   0.01712   |   0.13182   1.66614  
3140.0   3140   0.0500   |   0.00076   0.01760   |   0.33109   2.17258  
3141.0   3141   0.0500   |   0.00479   0.00664   |   0.17595   1.55341  
3142.0   3142   0.0500   |   0.00536   0.02091   |   0.16921   1.22708  
3143.0   3143   0.0500   |   0.00172   0.02761   |   0.16074   1.46642  
3144.0   3144   0.0500   |   0.00170   0.02249   |   0.25874   1.61654  
3145.0   3145   0.0500   |   0.00149   0.00679   |   0.22721   1.51798  
3146.0   3146   0.0500   |   0.00149   0.01804   |   0.22814   2.15231  
3147.0   3147   0.0500   |   0.00152   0.02387   |   0.17878   1.62301  
3148.0   3148   0.0500   |   0.00148   0.01637   |   0.12714   1.98585  
3149.0   3149   0.0500   |   0.00690   0.00830   |   0.15699   2.05708  
3150.0   3150   0.0500   |   0.00109   0.01172   |   0.14889   1.13684  
3151.0   3151   0.0500   |   0.00144   0.01800   |   0.15084   1.65394  
3152.0   3152   0.0500   |   0.00389   0.00459   |   0.12788   1.78026  
3153.0   3153   0.0500   |   0.00082   0.01602   |   0.15955   1.65644  
3154.0   3154   0.0500   |   0.00419   0.06462   |   0.29379   1.78977  
3155.0   3155   0.0500   |   0.00073   0.00615   |   0.31239   1.37488  
3156.0   3156   0.0500   |   0.00737   0.04165   |   0.34432   2.39123  
3157.0   3157   0.0500   |   0.00352   0.01548   |   0.22436   2.35966  
3158.0   3158   0.0500   |   0.00111   0.01827   |   0.05838   1.74262  
3159.0   3159   0.0500   |   0.00632   0.02553   |   0.50435   2.34491  
3160.0   3160   0.0500   |   0.00832   0.00486   |   0.20138   0.88948  
3161.0   3161   0.0500   |   0.00061   0.00806   |   0.22899   1.52325  
3162.0   3162   0.0500   |   0.00307   0.01319   |   0.32354   1.85102  
3163.0   3163   0.0500   |   0.00379   0.00941   |   0.30280   1.50340  
3164.0   3164   0.0500   |   0.00223   0.00383   |   0.24095   1.27699  
3165.0   3165   0.0500   |   0.00043   0.02022   |   0.13181   1.59411  
3166.0   3166   0.0500   |   0.00108   0.01037   |   0.11240   1.69769  
3167.0   3167   0.0500   |   0.00127   0.00813   |   0.15725   1.32078  
3168.0   3168   0.0500   |   0.00068   0.00630   |   0.13386   1.56122  
3169.0   3169   0.0500   |   0.00137   0.01725   |   0.26285   2.03370  
3170.0   3170   0.0500   |   0.00146   0.00617   |   0.32230   1.79464  
3171.0   3171   0.0500   |   0.00269   0.00848   |   0.36648   1.93029  
3172.0   3172   0.0500   |   0.00075   0.00645   |   0.19498   1.22465  
3173.0   3173   0.0500   |   0.00064   0.02302   |   0.21661   1.20822  
3174.0   3174   0.0500   |   0.00097   0.03421   |   0.10775   1.33518  
3175.0   3175   0.0500   |   0.00122   0.01173   |   0.12843   1.37288  
3176.0   3176   0.0500   |   0.00088   0.01401   |   0.17919   1.24350  
3177.0   3177   0.0500   |   0.00089   0.03103   |   0.44687   1.80027  
3178.0   3178   0.0500   |   0.00179   0.03712   |   0.28461   2.30063  
3179.0   3179   0.0500   |   0.00177   0.03298   |   0.35603   2.24849  
3180.0   3180   0.0500   |   0.00112   0.00296   |   0.39278   1.16560  
3181.0   3181   0.0500   |   0.00077   0.02804   |   0.10910   1.62712  
3182.0   3182   0.0500   |   0.00131   0.02070   |   0.22538   2.13438  
3183.0   3183   0.0500   |   0.00111   0.04311   |   0.13209   1.72626  
3184.0   3184   0.0500   |   0.00072   0.00618   |   0.11437   1.37046  
3185.0   3185   0.0500   |   0.00096   0.07711   |   0.25204   1.28270  
3186.0   3186   0.0500   |   0.00110   0.06520   |   0.16510   1.80988  
3187.0   3187   0.0500   |   0.00148   0.01241   |   0.08508   1.21863  
3188.0   3188   0.0500   |   0.00125   0.03060   |   0.10745   1.60369  
3189.0   3189   0.0500   |   0.00100   0.01527   |   0.24398   1.73913  
3190.0   3190   0.0500   |   0.00136   0.01524   |   0.36634   1.53784  
3191.0   3191   0.0500   |   0.00073   0.00460   |   0.10275   1.60333  
3192.0   3192   0.0500   |   0.00519   0.00880   |   0.39650   1.38272  
3193.0   3193   0.0500   |   0.00151   0.05236   |   0.23003   1.72334  
3194.0   3194   0.0500   |   0.00210   0.00892   |   0.10573   2.31837  
3195.0   3195   0.0500   |   0.00069   0.01294   |   0.07861   1.38370  
3196.0   3196   0.0500   |   0.00103   0.00635   |   0.14757   1.53133  
3197.0   3197   0.0500   |   0.00070   0.00706   |   0.09590   1.40105  
3198.0   3198   0.0500   |   0.01270   0.06173   |   0.25742   1.04855  
3199.0   3199   0.0500   |   0.00093   0.01892   |   0.12838   1.89935  
3200.0   3200   0.0500   |   0.00152   0.02025   |   0.05698   1.79895  
3201.0   3201   0.0500   |   0.00078   0.01820   |   0.20942   1.90592  
3202.0   3202   0.0500   |   0.00077   0.02390   |   0.10837   1.34696  
3203.0   3203   0.0500   |   0.00140   0.03874   |   0.15515   1.20705  
3204.0   3204   0.0500   |   0.00103   0.03071   |   0.15592   1.15454  
3205.0   3205   0.0500   |   0.00114   0.00896   |   0.10612   1.04272  
3206.0   3206   0.0500   |   0.00066   0.00997   |   0.22018   0.92753  
3207.0   3207   0.0500   |   0.00142   0.01176   |   0.04811   1.73965  
3208.0   3208   0.0500   |   0.00093   0.01738   |   0.12891   1.28993  
3209.0   3209   0.0500   |   0.00048   0.06762   |   0.14261   1.30287  
3210.0   3210   0.0500   |   0.00119   0.00760   |   0.12583   1.00467  
3211.0   3211   0.0500   |   0.00100   0.01877   |   0.23162   1.89221  
3212.0   3212   0.0500   |   0.00142   0.01812   |   0.07577   1.16131  
3213.0   3213   0.0500   |   0.00288   0.00913   |   0.15047   1.36803  
3214.0   3214   0.0500   |   0.00160   0.01940   |   0.13967   1.93497  
3215.0   3215   0.0500   |   0.00096   0.01806   |   0.18021   1.39614  
3216.0   3216   0.0500   |   0.00229   0.00638   |   0.14341   0.77577  
3217.0   3217   0.0500   |   0.00278   0.00333   |   0.06323   1.35593  
3218.0   3218   0.0500   |   0.00056   0.01784   |   0.24114   1.25563  
3219.0   3219   0.0500   |   0.00116   0.00786   |   0.26436   1.31502  
3220.0   3220   0.0500   |   0.00072   0.02526   |   0.20450   2.57841  
3221.0   3221   0.0500   |   0.00587   0.01672   |   0.32943   2.69696  
3222.0   3222   0.0500   |   0.00112   0.01543   |   0.12112   1.26000  
3223.0   3223   0.0500   |   0.00167   0.00177   |   0.17970   1.21251  
3224.0   3224   0.0500   |   0.00085   0.00274   |   0.17654   1.27699  
3225.0   3225   0.0500   |   0.00933   0.05968   |   0.39168   1.80689  
3226.0   3226   0.0500   |   0.00172   0.02571   |   0.21556   2.14078  
3227.0   3227   0.0500   |   0.00096   0.01514   |   0.12124   1.07355  
3228.0   3228   0.0500   |   0.00083   0.01502   |   0.12608   1.39748  
3229.0   3229   0.0500   |   0.00164   0.00249   |   0.25200   1.15642  
3230.0   3230   0.0500   |   0.00106   0.00901   |   0.17614   1.41059  
3231.0   3231   0.0500   |   0.00138   0.02705   |   0.44892   1.19846  
3232.0   3232   0.0500   |   0.00079   0.00285   |   0.24397   0.94110  
3233.0   3233   0.0500   |   0.00062   0.00675   |   0.12981   1.17709  
3234.0   3234   0.0500   |   0.00170   0.00869   |   0.50666   1.43380  
3235.0   3235   0.0500   |   0.00066   0.03325   |   0.30344   1.41804  
3236.0   3236   0.0500   |   0.00090   0.02870   |   0.07583   2.01906  
3237.0   3237   0.0500   |   0.00082   0.01660   |   0.29600   1.41676  
3238.0   3238   0.0500   |   0.00176   0.06814   |   0.09260   2.27166  
3239.0   3239   0.0500   |   0.00567   0.05866   |   0.28063   3.04317  
3240.0   3240   0.0500   |   0.00066   0.05136   |   0.23558   1.48396  
3241.0   3241   0.0500   |   0.00039   0.01078   |   0.10643   1.29068  
3242.0   3242   0.0500   |   0.00073   0.02532   |   0.26539   1.78859  
3243.0   3243   0.0500   |   0.00057   0.03213   |   0.10540   1.34143  
3244.0   3244   0.0500   |   0.00065   0.01271   |   0.11309   1.15276  
3245.0   3245   0.0500   |   0.00101   0.04742   |   0.14735   1.56349  
3246.0   3246   0.0500   |   0.00483   0.04636   |   0.23470   2.38351  
3247.0   3247   0.0500   |   0.00115   0.00359   |   0.09098   1.05456  
3248.0   3248   0.0500   |   0.00100   0.00975   |   0.19412   1.89049  
3249.0   3249   0.0500   |   0.00118   0.00743   |   0.35745   1.44452  
3250.0   3250   0.0500   |   0.00462   0.03362   |   0.20039   1.69718  
3251.0   3251   0.0500   |   0.00069   0.01755   |   0.11321   1.16688  
3252.0   3252   0.0500   |   0.00065   0.10232   |   0.10268   1.52932  
3253.0   3253   0.0500   |   0.00298   0.01763   |   0.14575   1.49310  
3254.0   3254   0.0500   |   0.00100   0.02484   |   0.25146   1.81663  
3255.0   3255   0.0500   |   0.00132   0.02305   |   0.21260   1.52803  
3256.0   3256   0.0500   |   0.00121   0.03629   |   0.12322   1.81531  
3257.0   3257   0.0500   |   0.00099   0.01478   |   0.22598   1.22521  
3258.0   3258   0.0500   |   0.00159   0.05042   |   0.16808   1.27816  
3259.0   3259   0.0500   |   0.00161   0.03720   |   0.18866   1.23058  
3260.0   3260   0.0500   |   0.00156   0.03248   |   0.21650   1.50903  
3261.0   3261   0.0500   |   0.00108   0.04723   |   0.19839   1.69062  
3262.0   3262   0.0500   |   0.00066   0.00824   |   0.09728   1.26881  
3263.0   3263   0.0500   |   0.00069   0.00748   |   0.09424   0.76736  
3264.0   3264   0.0500   |   0.00080   0.00753   |   0.08721   0.97624  
3265.0   3265   0.0500   |   0.00110   0.02623   |   0.06419   1.43003  
3266.0   3266   0.0500   |   0.00123   0.00802   |   0.20726   2.40076  
3267.0   3267   0.0500   |   0.00162   0.00865   |   0.07961   2.17811  
3268.0   3268   0.0500   |   0.00307   0.02202   |   0.15617   1.91431  
3269.0   3269   0.0500   |   0.00131   0.02388   |   0.11859   1.19881  
3270.0   3270   0.0500   |   0.00773   0.01223   |   0.09507   3.24944  
3271.0   3271   0.0500   |   0.00091   0.03912   |   0.11397   1.33558  
3272.0   3272   0.0500   |   0.00062   0.04559   |   0.10314   1.03948  
3273.0   3273   0.0500   |   0.00126   0.02123   |   0.07007   1.12849  
3274.0   3274   0.0500   |   0.00725   0.01144   |   0.12288   1.55899  
3275.0   3275   0.0500   |   0.00326   0.04231   |   0.10978   1.56648  
3276.0   3276   0.0500   |   0.00071   0.01112   |   0.05614   0.94450  
3277.0   3277   0.0500   |   0.00120   0.10563   |   0.24678   1.28524  
3278.0   3278   0.0500   |   0.00275   0.00771   |   0.17789   1.68069  
3279.0   3279   0.0500   |   0.00250   0.00507   |   0.07444   1.29155  
3280.0   3280   0.0500   |   0.00255   0.00985   |   0.13702   1.10828  
3281.0   3281   0.0500   |   0.00164   0.02976   |   0.08769   1.23206  
3282.0   3282   0.0500   |   0.00153   0.03489   |   0.29233   1.35946  
3283.0   3283   0.0500   |   0.00201   0.03997   |   0.18678   2.25115  
3284.0   3284   0.0500   |   0.00112   0.01371   |   0.08321   1.01308  
3285.0   3285   0.0500   |   0.00098   0.00502   |   0.05997   1.05759  
3286.0   3286   0.0500   |   0.00132   0.00938   |   0.08862   1.12661  
3287.0   3287   0.0500   |   0.00109   0.00813   |   0.19681   0.97058  
3288.0   3288   0.0500   |   0.00084   0.02916   |   0.11121   1.64179  
3289.0   3289   0.0500   |   0.00451   0.01958   |   0.11184   2.33505  
3290.0   3290   0.0500   |   0.00085   0.03382   |   0.12554   1.15388  
3291.0   3291   0.0500   |   0.00415   0.13440   |   0.15486   2.69016  
3292.0   3292   0.0500   |   0.00323   0.03224   |   0.20502   2.05725  
3293.0   3293   0.0500   |   0.00207   0.02019   |   0.13399   1.99201  
3294.0   3294   0.0500   |   0.00166   0.05787   |   0.09313   1.52805  
3295.0   3295   0.0500   |   0.00173   0.08016   |   0.09494   1.51417  
3296.0   3296   0.0500   |   0.00314   0.03402   |   0.04036   2.13132  
3297.0   3297   0.0500   |   0.00084   0.01525   |   0.03993   1.18665  
3298.0   3298   0.0500   |   0.00138   0.02997   |   0.16047   1.64680  
3299.0   3299   0.0500   |   0.00134   0.01597   |   0.12248   1.32986  
